Bedrooms,Area,Bathrooms,ParkingSpaces,Age,Price,Location,price
2,4075,2,0,59,669930,Kolkata,432211.21379566484
1,4137,4,1,38,488790,Kolkata,487478.84377885715
4,4131,1,2,31,483574,Kolkata,538474.3054890815
3,1904,2,4,29,895918,Kolkata,479588.783504788
2,1501,3,1,9,291667,Kolkata,345287.9612076993
1,1798,3,4,1,263230,Kolkata,483105.9687994762
4,3904,2,4,47,352660,Kolkata,598754.7682559156
1,4300,4,1,10,901113,Kolkata,510170.71848013345
4,2123,2,0,16,679078,Kolkata,346693.8088453687
4,2142,0,2,47,941484,Kolkata,408137.2389829532
4,3116,2,1,43,439381,Kolkata,431040.5885567624
3,3711,2,1,24,901804,Kolkata,472155.7221017775
4,3839,3,4,8,126611,Kolkata,610142.6017487029
4,1220,4,1,26,891955,Kolkata,330773.3102810957
1,4057,2,2,7,407937,Kolkata,531681.6763313871
4,3270,1,0,15,775593,Kolkata,414237.4427887439
3,3724,3,0,48,740753,Kolkata,421777.8153777522
1,4575,3,0,3,256027,Kolkata,487523.12252753665
4,3258,2,2,16,824659,Kolkata,494835.0848131166
1,4862,1,4,14,933956,Kolkata,656159.3654784551
3,1930,2,2,3,867155,Kolkata,417213.15964227257
1,4646,1,1,31,404765,Kolkata,517192.24323849974
3,1885,3,3,17,316050,Kolkata,446048.810475021
2,3929,1,3,49,191418,Kolkata,550062.3257557593
4,1261,2,3,3,823361,Kolkata,422894.85914852226
3,3565,0,0,55,825347,Kolkata,410449.448841632
4,2271,0,2,40,968029,Kolkata,419735.9349060274
3,4812,1,2,66,886447,Kolkata,557102.2457195033
0,1797,2,0,40,890842,Kolkata,298324.37731658487
0,2280,4,1,30,643252,Kolkata,375131.5421216749
0,4134,0,3,25,170671,Kolkata,567037.0794902253
3,4463,3,3,7,214128,Kolkata,608253.6552562222
4,3587,2,0,50,359534,Kolkata,417248.11936174583
0,4928,2,3,1,959916,Kolkata,622990.6594478916
4,1416,0,4,44,872640,Kolkata,451057.2876383339
3,3100,4,2,49,239674,Kolkata,464549.31491492223
4,2787,3,3,7,226003,Kolkata,505400.7518241144
4,1037,4,3,3,893664,Kolkata,404168.6063381443
0,3355,3,4,1,602571,Kolkata,572450.1534863706
1,1845,0,1,51,288317,Kolkata,334653.77267604315
2,4722,2,1,38,825731,Kolkata,522427.57025176653
3,1897,3,4,43,191602,Kolkata,472330.5057547608
3,1052,2,1,55,390525,Kolkata,298230.0824955674
3,1605,1,0,57,988079,Kolkata,289928.5504212981
2,4677,1,4,53,217174,Kolkata,631471.6730330889
1,1451,0,2,33,962737,Kolkata,361167.33211060805
4,1460,0,2,62,418169,Kolkata,362357.1241953466
3,1774,0,2,11,968624,Kolkata,400141.2730173655
4,4557,1,3,52,809066,Kolkata,592043.2875470482
0,2858,3,4,1,100819,Kolkata,540960.6070622082
0,2160,4,4,14,266455,Kolkata,494064.1676372945
0,2395,0,1,21,571900,Kolkata,384942.4978366612
3,4327,4,4,34,171605,Kolkata,626610.0974530762
2,3442,4,4,14,367784,Kolkata,576980.7464760755
3,2060,1,1,40,684176,Kolkata,362681.49960579746
0,2677,3,4,35,464432,Kolkata,513567.6324264777
0,4218,1,4,42,580026,Kolkata,599490.7194512194
3,4079,0,0,20,686532,Kolkata,456639.3187172249
2,4322,1,1,60,304309,Kolkata,483486.1170494812
2,3694,1,0,9,350951,Kolkata,433901.86643218977
4,4642,1,3,33,355842,Kolkata,609041.2734548588
1,4706,0,1,49,823935,Kolkata,508599.81225290115
0,4518,0,4,68,809447,Kolkata,605958.1173217407
2,3310,1,4,4,918347,Kolkata,573519.3369128044
0,3679,1,0,48,667930,Kolkata,405676.8900000987
1,4510,4,0,16,215290,Kolkata,479623.78648972354
0,2282,3,3,47,868735,Kolkata,440702.27639198885
2,2346,4,3,26,811971,Kolkata,470166.7239671164
4,3577,3,4,37,472577,Kolkata,579326.025379002
3,3348,3,2,22,615323,Kolkata,495151.831858532
3,2888,1,3,7,617528,Kolkata,511648.0244325775
2,1484,4,4,42,492158,Kolkata,448986.28181083186
2,1091,3,3,30,342030,Kolkata,392689.1295215139
1,2187,3,1,6,927647,Kolkata,385586.90405444463
0,4727,0,0,24,877740,Kolkata,481248.3502067031
1,2358,3,4,66,364631,Kolkata,482890.94139316893
3,4996,1,3,40,199662,Kolkata,620038.572560941
0,3362,2,0,15,161045,Kolkata,405902.9530389334
1,2937,0,2,53,454738,Kolkata,442625.6944941796
3,3992,2,3,5,215377,Kolkata,579622.3458857749
0,3285,1,4,36,324716,Kolkata,547986.1083707232
4,2709,2,1,46,305107,Kolkata,404724.3860549056
4,3130,3,0,23,683328,Kolkata,400520.0017008395
1,3716,2,0,45,201470,Kolkata,415747.1148540463
2,2989,4,1,10,976952,Kolkata,433976.6342779836
0,4180,1,4,54,947727,Kolkata,592306.6342687099
1,1177,4,2,32,100825,Kolkata,346994.88171436347
2,1249,2,1,43,232263,Kolkata,311625.4027366031
2,1764,4,2,15,493125,Kolkata,395613.25065587414
0,4638,0,4,66,294562,Kolkata,612410.7404342354
0,3714,2,3,15,573459,Kolkata,546925.4058993085
2,3950,4,3,20,401697,Kolkata,567126.5540398202
3,1090,3,4,50,881334,Kolkata,423189.2405110457
1,1338,2,2,6,456449,Kolkata,369826.76660012983
0,2661,0,1,17,631101,Kolkata,398064.9172071098
2,2872,3,4,26,650638,Kolkata,541490.7267443574
3,1168,2,4,22,318633,Kolkata,442639.4717554106
4,4210,3,3,64,313525,Kolkata,566675.8046620226
2,4588,2,1,58,864723,Kolkata,504068.94128253614
3,3625,2,3,37,319502,Kolkata,541494.667225667
4,4694,1,2,28,265047,Kolkata,573516.1665631945
3,4255,4,2,49,518208,Kolkata,534751.3678904519
0,1779,2,0,67,274808,Kolkata,279699.24295343895
2,1169,0,4,67,232309,Kolkata,412577.04143658135
4,3409,4,1,41,629231,Kolkata,451855.01989697386
3,3291,1,1,46,284989,Kolkata,439574.59845457267
4,4914,4,3,55,230257,Kolkata,620723.5065917419
1,1137,4,3,11,192055,Kolkata,400004.3293699765
2,4099,2,1,26,192292,Kolkata,489585.7441783642
0,1518,0,3,13,514436,Kolkata,413938.03215208766
4,2421,2,0,36,541014,Kolkata,349863.01483662357
3,3380,0,4,64,652982,Kolkata,549734.6373861713
4,4012,0,0,51,783610,Kolkata,435967.23025099095
3,4388,3,2,22,310550,Kolkata,556381.1058958307
4,3610,2,1,60,526443,Kolkata,450178.6578782318
0,3473,1,0,2,178305,Kolkata,415806.02016507986
0,2159,4,0,56,575255,Kolkata,313451.72844766366
2,4761,3,3,40,284992,Kolkata,604602.1419192705
0,3688,1,3,28,110447,Kolkata,535334.2586759933
4,1708,2,3,3,351740,Kolkata,447653.4320619361
4,2290,0,2,63,174045,Kolkata,407391.5249306452
0,3035,2,0,23,909297,Kolkata,384078.5588855452
1,1106,2,4,55,941882,Kolkata,410791.8700077177
4,3607,3,3,32,116134,Kolkata,547499.3952903631
2,3185,1,2,28,354819,Kolkata,475349.9261455872
1,4982,3,2,8,676666,Kolkata,591285.4321618583
0,3662,1,3,3,206889,Kolkata,548770.7210044411
3,3094,3,1,53,512152,Kolkata,418954.46701204503
4,3012,4,0,29,309866,Kolkata,392385.21602947346
3,2688,0,3,59,817112,Kolkata,472051.71569910576
2,3415,0,4,24,820669,Kolkata,569862.3328165972
1,1005,0,0,38,777122,Kolkata,255814.25661652195
3,1522,4,2,28,889660,Kolkata,380291.9621716178
2,3576,4,4,62,159405,Kolkata,561750.0120130117
3,2678,0,0,51,214764,Kolkata,354086.3405877783
3,4343,0,4,7,431090,Kolkata,641598.8642701972
2,4895,1,2,23,755768,Kolkata,582200.8560594693
4,1065,1,3,46,743068,Kolkata,385561.0160583856
3,3467,2,4,28,147497,Kolkata,578589.6073997425
2,4410,3,3,24,886254,Kolkata,590455.0303869097
3,3981,1,2,7,151419,Kolkata,538269.0372238529
4,1497,1,2,49,813447,Kolkata,367562.16258025204
2,2492,1,4,3,743504,Kolkata,525732.980583567
3,3378,1,4,2,482406,Kolkata,584718.939850059
0,3815,4,2,7,236845,Kolkata,516746.73319612484
4,2000,2,4,21,988733,Kolkata,496726.83140449674
3,2662,1,4,9,552391,Kolkata,535096.8849704526
1,4202,3,4,12,561453,Kolkata,621727.0872940059
2,3017,1,4,24,759267,Kolkata,545056.9114842779
3,3577,4,0,33,618960,Kolkata,423758.27562814
4,2742,0,2,43,900273,Kolkata,444491.26468768984
4,2624,0,2,5,453010,Kolkata,456909.56512177427
1,4509,2,1,14,809439,Kolkata,520151.41780643066
1,3290,0,3,36,834303,Kolkata,506481.0505375771
3,4534,1,1,35,554683,Kolkata,514257.98291292303
0,3397,4,4,50,154501,Kolkata,550535.8394954217
4,2040,2,4,11,161855,Kolkata,503606.0156252659
0,2489,1,0,24,197735,Kolkata,345384.38705159957
0,3782,0,0,44,351928,Kolkata,410668.47852015984
3,3929,3,0,51,191822,Kolkata,435692.5608268354
2,1362,1,0,17,775219,Kolkata,292326.5155893272
2,4281,3,0,8,434496,Kolkata,471101.42037282774
2,4062,3,0,28,542909,Kolkata,445138.657975779
1,2634,2,0,12,585583,Kolkata,366652.33619752893
4,1524,4,0,43,746068,Kolkata,298303.5010815172
1,1830,0,0,37,576120,Kolkata,301965.8825519886
4,3829,0,2,63,708869,Kolkata,498329.873914557
4,2722,1,0,63,919817,Kolkata,356276.891574459
4,1419,0,3,10,308713,Kolkata,425673.1115919163
3,3833,2,0,37,517860,Kolkata,435314.33467147674
2,1132,0,4,11,105639,Kolkata,438331.63080564665
1,3061,1,4,19,326938,Kolkata,545913.053165819
1,4864,0,0,52,963584,Kolkata,479308.9269306502
3,2067,4,0,18,382724,Kolkata,336745.9792587336
4,2400,3,4,32,984736,Kolkata,512290.4229653256
2,3342,3,3,23,389118,Kolkata,527843.0791082953
0,2419,3,1,12,618150,Kolkata,393232.89403142984
0,4175,4,2,58,538589,Kolkata,516667.904333343
3,3492,2,4,21,475406,Kolkata,578384.4443241408
2,4133,1,0,21,327158,Kolkata,453605.48423356056
0,4636,4,2,29,147612,Kolkata,560527.791560107
0,2844,1,0,47,517977,Kolkata,354763.16335613356
1,3459,2,1,12,358775,Kolkata,458779.4781647686
2,1629,4,1,58,634989,Kolkata,330692.0211287875
0,1320,0,4,41,907254,Kolkata,429081.71621934255
1,2154,2,2,19,377114,Kolkata,412848.2884023337
2,2834,3,2,12,711016,Kolkata,462207.4794729007
4,3865,4,1,23,397991,Kolkata,486578.76760459086
2,2222,2,0,5,123103,Kolkata,350417.66286854696
3,1904,2,4,26,550695,Kolkata,479966.9826507896
1,1035,4,3,63,870430,Kolkata,366273.1990985042
4,3838,3,1,52,325465,Kolkata,474548.94379661465
1,4287,3,1,10,602398,Kolkata,508409.0800148379
1,3633,2,4,39,576063,Kolkata,574485.2770645925
0,3353,1,0,23,422931,Kolkata,395391.9087276903
2,2590,2,2,11,248016,Kolkata,445911.83401100285
1,4055,4,1,48,592709,Kolkata,477668.31295864464
1,3940,4,4,16,870945,Kolkata,604651.5649360793
3,1011,4,4,46,639262,Kolkata,419580.7165225997
3,3130,3,4,47,409128,Kolkata,548552.7720662006
3,4103,0,2,48,146893,Kolkata,521112.8821044978
1,2431,4,1,69,593888,Kolkata,372435.11822131206
4,4157,4,4,25,621904,Kolkata,626118.0625605102
2,2986,1,2,37,391996,Kolkata,455814.7763290664
1,2767,1,0,63,367097,Kolkata,349282.0403681113
0,2434,2,3,29,845178,Kolkata,464769.5366336875
4,1956,2,1,58,438917,Kolkata,354348.0912448503
4,4858,2,2,31,333756,Kolkata,580444.1337068059
2,1712,4,3,68,914880,Kolkata,408808.64303733356
4,3042,1,3,41,656059,Kolkata,505794.4059270777
2,4634,2,2,50,151550,Kolkata,550523.3701268529
4,4903,1,2,44,155378,Kolkata,574402.3132635411
2,2279,4,2,9,285967,Kolkata,433990.4299503268
3,1240,4,4,59,342329,Kolkata,426601.44187859434
3,4788,2,0,27,289809,Kolkata,496996.3238588645
4,3945,4,4,59,692412,Kolkata,594591.7997723618
4,2955,4,3,3,816170,Kolkata,524245.80290751084
2,3012,1,3,7,355976,Kolkata,513270.5909819904
2,1895,0,3,16,311423,Kolkata,442092.43422267237
1,3954,3,2,49,434036,Kolkata,508605.29606925795
3,4779,2,1,32,862785,Kolkata,532038.2720544691
1,2475,0,4,44,376839,Kolkata,495040.9124052665
1,3803,2,1,19,546677,Kolkata,473354.03075720277
0,4903,0,0,3,363547,Kolkata,501461.6584363987
2,2024,4,0,60,730983,Kolkata,308574.51998513826
0,1600,2,4,35,783687,Kolkata,446537.84243521414
0,3329,0,3,29,692109,Kolkata,512544.4052792912
1,3698,3,0,45,239934,Kolkata,409790.27460893884
0,1598,4,1,27,298336,Kolkata,335795.8122353203
2,4585,2,1,69,897862,Kolkata,497622.3893267858
1,4026,2,2,35,789377,Kolkata,518637.140950444
2,2884,0,3,19,264718,Kolkata,497415.45746130997
4,4751,2,2,17,128922,Kolkata,586594.9770371945
0,2142,4,4,35,766903,Kolkata,480178.82111802045
1,2011,1,0,30,805009,Kolkata,317663.0528860317
3,3947,0,2,48,192099,Kolkata,515218.1674794104
2,2528,3,2,57,279932,Kolkata,419881.1690526106
0,2103,2,4,17,553604,Kolkata,487862.0369269433
2,2646,4,1,15,422236,Kolkata,412513.68612236413
2,2700,2,1,14,959546,Kolkata,409987.0596807355
4,3941,3,4,14,383407,Kolkata,615122.6892777133
2,1956,4,1,45,176204,Kolkata,355240.32638895104
4,1218,3,4,38,968890,Kolkata,441986.6409995031
4,4588,4,1,63,505448,Kolkata,510135.40377552126
4,4982,1,4,11,764452,Kolkata,682101.1347502762
0,1726,4,1,48,602727,Kolkata,332521.88727655105
2,4056,3,2,26,358257,Kolkata,530913.3044863848
2,2730,0,2,67,402626,Kolkata,427735.9782826166
4,2489,1,1,25,264330,Kolkata,398713.3851916452
2,2817,2,4,61,478541,Kolkata,516290.459865711
2,1517,1,2,26,683385,Kolkata,374987.5253960746
4,4962,1,0,34,975063,Kolkata,505211.2814916554
3,1811,2,1,9,118302,Kolkata,366574.9160271968
3,3549,4,0,40,700050,Kolkata,412725.4034105259
4,3105,1,0,7,403078,Kolkata,408056.1717764199
0,2360,1,3,30,700727,Kolkata,454993.36905134976
2,4581,0,0,66,843305,Kolkata,453627.91776733584
2,1813,0,0,30,142446,Kolkata,310624.8456443553
3,1613,3,3,68,433779,Kolkata,403417.60745098727
4,1425,2,3,58,388220,Kolkata,401738.957508825
0,2583,4,3,55,542565,Kolkata,458971.2008609777
4,4441,4,4,14,208463,Kolkata,643767.6212510859
3,2434,3,3,37,620712,Kolkata,467071.30133202235
3,2811,4,4,44,146578,Kolkata,531750.7511735574
2,1882,4,1,6,765086,Kolkata,368712.3636835584
1,2698,0,4,26,937297,Kolkata,520094.1867645877
0,4915,4,1,14,699364,Kolkata,540045.6832092713
0,1431,4,3,8,743759,Kolkata,410343.5679935909
1,4267,3,3,24,370246,Kolkata,578204.5891275395
3,2400,3,1,39,112754,Kolkata,387278.76184290234
4,1947,1,2,49,264435,Kolkata,400849.0702481563
0,2388,4,4,63,567082,Kolkata,481939.4166986717
1,4907,4,0,26,558993,Kolkata,498997.7591622484
2,2667,4,3,10,774107,Kolkata,495016.4108046328
2,3982,0,4,58,280956,Kolkata,583648.8198405567
3,3452,4,4,14,455515,Kolkata,582854.1176065023
0,3539,0,3,39,528610,Kolkata,522572.52872325544
4,3113,1,1,31,422628,Kolkata,437833.9909731955
0,1911,2,3,50,356438,Kolkata,418619.44067948626
2,1390,4,4,16,929516,Kolkata,456087.4494277755
0,1082,3,2,51,852015,Kolkata,328345.9706064333
2,2002,3,1,15,262165,Kolkata,371266.8838935675
1,1480,4,3,38,631467,Kolkata,404940.8137504834
1,1776,0,0,21,789638,Kolkata,309923.55453105026
2,4300,3,3,16,407957,Kolkata,589925.6851581396
4,3832,3,4,67,315788,Kolkata,582067.8655332607
4,2754,1,4,65,303515,Kolkata,516587.01332614303
0,2248,1,0,13,202816,Kolkata,337321.90009497065
2,2136,1,1,64,464750,Kolkata,352837.4263326516
3,3699,3,4,61,294900,Kolkata,573880.9530065921
4,4256,3,1,32,216331,Kolkata,505656.09054148855
4,2535,4,1,12,733552,Kolkata,416858.3739587696
1,4244,4,3,41,169942,Kolkata,569236.1594338029
4,2911,0,1,66,457683,Kolkata,406259.96240552515
4,1522,3,4,8,906180,Kolkata,479165.33775107807
4,2932,4,4,59,975120,Kolkata,532727.0221399502
2,2694,4,2,25,175127,Kolkata,449525.43468697945
2,3252,1,1,5,371886,Kolkata,450108.9294867025
1,1741,1,2,45,103411,Kolkata,374937.8058957876
0,4609,1,3,2,706290,Kolkata,604622.2129681603
4,3366,2,2,42,400608,Kolkata,485202.0309385454
0,4230,4,1,38,736355,Kolkata,487517.6887651876
2,1277,1,4,3,391842,Kolkata,448445.52957042056
4,3949,1,3,46,224359,Kolkata,562535.674535642
0,1147,3,1,22,471560,Kolkata,312246.07856616745
0,1777,1,3,33,962443,Kolkata,418461.53633368603
3,2106,3,0,32,184360,Kolkata,335463.5033999187
2,1418,0,1,17,433440,Kolkata,331993.26176940603
1,3585,1,0,56,707990,Kolkata,400119.6200565429
1,4654,3,2,3,491914,Kolkata,571378.1292221012
3,4620,1,1,49,933565,Kolkata,515339.5440695031
0,3439,0,0,55,277734,Kolkata,385677.42208695115
3,2156,1,4,31,293493,Kolkata,496430.30971589946
3,1939,3,2,21,125180,Kolkata,408755.91246407136
2,3019,0,1,16,532410,Kolkata,429105.507423378
4,4709,0,1,17,574840,Kolkata,535057.3554309432
0,4698,0,4,1,767885,Kolkata,649499.7040611886
1,2627,2,4,65,239994,Kolkata,496828.31772064435
1,1241,3,0,66,293854,Kolkata,256583.18888316737
3,4522,2,0,37,573034,Kolkata,478699.53652647336
3,1998,0,0,24,478192,Kolkata,325100.8928417659
3,2223,2,3,62,528062,Kolkata,444086.18914992263
0,4790,1,2,21,838257,Kolkata,564629.0045183997
3,4188,2,1,37,588338,Kolkata,492699.3634045094
3,2242,4,2,35,468241,Kolkata,419437.5170452052
4,4376,0,4,38,953605,Kolkata,630501.6457453959
0,3290,0,2,53,113916,Kolkata,462372.97200768394
2,4363,3,2,15,786286,Kolkata,551187.3101304875
2,4023,1,0,42,142941,Kolkata,438181.8184292438
4,2817,3,4,4,684582,Kolkata,552182.0133728875
1,4372,2,2,39,119684,Kolkata,535463.3525612185
2,2852,4,1,23,988740,Kolkata,415521.53656093095
0,1683,4,0,15,772326,Kolkata,309743.65693559806
1,2411,4,2,12,345077,Kolkata,436856.6371339074
3,3635,4,4,54,583787,Kolkata,573796.6301523503
0,2232,1,1,38,812839,Kolkata,364489.678602373
1,4385,2,4,28,306776,Kolkata,622300.0366799835
2,1616,4,4,19,551537,Kolkata,469351.90428207174
3,3027,0,4,69,960443,Kolkata,526437.4879593574
3,3073,2,3,64,717297,Kolkata,493990.4507176002
0,3910,1,1,4,397310,Kolkata,480275.89355561853
3,3126,4,4,10,677552,Kolkata,567767.7860247232
1,2011,1,3,12,330614,Kolkata,452078.6567089281
4,3017,4,0,69,627754,Kolkata,373951.4818908591
2,1127,0,3,7,908334,Kolkata,399528.5402582584
0,1412,2,0,44,684093,Kolkata,272669.7188049083
4,3184,0,3,23,463614,Kolkata,524060.4179879176
4,2357,4,4,2,357656,Kolkata,527822.0457898481
0,3595,3,3,37,159397,Kolkata,527415.4772859514
1,3435,2,3,69,364278,Kolkata,505765.0482826583
2,1570,1,4,20,479068,Kolkata,457697.8628288754
0,4301,4,0,44,689414,Kolkata,446965.1981144754
4,4063,0,4,51,927811,Kolkata,598278.0136696692
4,3468,3,1,31,454082,Kolkata,458594.6563227227
0,4195,4,3,41,848610,Kolkata,561303.479682784
4,4159,1,1,58,709897,Kolkata,486793.96332959365
0,4920,0,4,5,573335,Kolkata,659229.571243195
0,1140,2,4,33,399867,Kolkata,421168.9747274385
2,2939,3,2,43,272238,Kolkata,449544.29968734854
0,4856,4,1,19,189292,Kolkata,535904.7910069503
4,1050,4,2,32,709598,Kolkata,352827.2002267968
3,4034,4,1,3,975602,Kolkata,503574.65825611603
2,4638,4,2,1,852039,Kolkata,579336.1939302963
4,3976,0,2,41,107249,Kolkata,523623.6866264871
4,2428,2,1,48,603582,Kolkata,385458.3827524889
2,2360,1,4,39,590020,Kolkata,500153.89243806864
2,3709,3,0,5,103796,Kolkata,436742.5427435814
4,4736,4,4,11,642852,Kolkata,667124.6200897247
3,4802,4,0,22,589464,Kolkata,499551.4856280588
1,4802,2,1,64,194322,Kolkata,508089.77492743736
4,1365,2,3,12,311920,Kolkata,421970.4975147969
2,3955,0,4,53,743203,Kolkata,585352.9706046364
0,2934,0,2,55,715797,Kolkata,440577.160649223
0,4045,0,4,53,489273,Kolkata,582964.4467677724
2,3003,3,1,21,309815,Kolkata,426296.08702670987
2,3901,0,3,19,297559,Kolkata,558762.2836557848
1,1257,4,3,69,415317,Kolkata,376885.2385341567
2,4459,0,4,66,491973,Kolkata,610763.9686463763
0,1044,3,4,59,875533,Kolkata,404759.0434991308
3,1268,0,4,49,766750,Kolkata,433403.0179737704
2,2334,0,1,59,156627,Kolkata,363198.19113163126
1,1671,4,0,23,842090,Kolkata,306674.3248804448
3,4066,4,0,3,262022,Kolkata,464632.19307200797
1,2301,4,2,56,556179,Kolkata,406863.3058474393
3,3904,0,1,58,800053,Kolkata,468682.2081932064
2,4546,4,3,62,250672,Kolkata,580163.4755835218
0,4638,2,2,18,567850,Kolkata,557600.6455076477
3,3192,1,3,61,556302,Kolkata,499971.4347678082
4,2989,1,3,37,701766,Kolkata,505164.02414942824
1,1234,4,4,54,114012,Kolkata,425570.75728197204
3,3738,3,3,65,341626,Kolkata,532551.3928307369
1,3767,4,3,14,934608,Kolkata,554032.4932162769
0,4207,4,1,5,896778,Kolkata,503871.4778895509
1,2468,0,4,62,507644,Kolkata,490327.9026357532
1,3400,3,4,1,892187,Kolkata,577500.5686566685
4,2417,4,2,63,604636,Kolkata,421098.16117940506
1,1993,2,4,67,630571,Kolkata,461911.7061166282
3,1274,1,0,20,935468,Kolkata,290603.52740592294
1,4455,2,1,43,232409,Kolkata,503202.02482107346
2,1909,2,2,42,489130,Kolkata,394299.60310637584
1,4394,2,0,69,208991,Kolkata,441799.88062826934
2,4254,3,3,39,610878,Kolkata,578377.2555440711
1,4644,3,0,62,687256,Kolkata,461162.2470072888
1,1439,3,2,48,514073,Kolkata,354037.73905273783
3,2086,1,4,6,321544,Kolkata,503384.72307148774
2,2896,0,1,42,205130,Kolkata,411712.4330360595
2,2750,4,2,58,651928,Kolkata,437327.24943664245
4,1871,4,0,43,473377,Kolkata,318612.57897173974
1,1650,0,0,10,640502,Kolkata,306582.72623196756
1,3990,4,2,39,272604,Kolkata,516964.264015672
3,4717,2,2,13,388675,Kolkata,578815.1345891098
4,1033,1,2,39,828909,Kolkata,346889.28529462364
4,3752,4,4,11,922244,Kolkata,606138.5107622219
3,1866,1,2,16,421072,Kolkata,405184.64373727224
2,4032,0,3,33,301626,Kolkata,561174.899138162
0,1831,4,1,60,950315,Kolkata,331867.21470741526
3,4548,1,1,59,708441,Kolkata,506471.98891391803
2,2110,2,3,51,324476,Kolkata,438604.72449035133
4,4281,2,0,15,220325,Kolkata,474943.737834911
3,1461,0,0,43,467915,Kolkata,286539.8217988783
0,3128,3,0,27,807758,Kolkata,390431.716790636
1,1321,4,0,56,142774,Kolkata,265076.20723591564
3,1414,2,4,60,524306,Kolkata,439023.752012495
0,2874,2,3,47,661097,Kolkata,478342.0133036545
0,4039,0,1,8,429569,Kolkata,486218.02362715726
3,3237,2,3,63,110091,Kolkata,502095.6717402892
2,4931,4,1,7,539499,Kolkata,556120.9257002964
3,2256,0,0,2,667577,Kolkata,354805.071682279
4,3439,1,4,17,628006,Kolkata,584157.6544895864
0,4240,0,2,4,252991,Kolkata,537402.3501722093
0,4514,4,2,26,535232,Kolkata,548555.4630173782
1,4834,4,0,69,961666,Kolkata,472364.9526782963
0,1167,1,0,5,343859,Kolkata,276198.04458627047
1,4302,0,3,5,396542,Kolkata,588513.3578729398
0,2173,4,4,69,383588,Kolkata,472085.70004228136
0,3711,4,4,3,838271,Kolkata,594169.2264046393
3,4621,1,3,38,410195,Kolkata,598362.5098062601
3,2409,3,4,1,333966,Kolkata,525737.2783366141
4,3428,0,4,8,486217,Kolkata,584149.3080640264
2,2832,4,2,13,893298,Kolkata,462564.71959363285
4,3024,2,4,50,600742,Kolkata,541669.0382803397
0,4346,1,0,8,752667,Kolkata,465997.8301327491
4,2640,3,2,30,615925,Kolkata,451456.6469130421
3,1897,3,0,40,348241,Kolkata,317690.9079156056
0,4931,1,0,33,801473,Kolkata,488624.22346621624
0,3911,3,3,52,665810,Kolkata,540062.331176623
4,3109,4,4,33,427287,Kolkata,563111.3472825569
1,4538,3,4,37,394903,Kolkata,627335.1374001147
2,3575,0,4,69,909097,Kolkata,555926.2938250048
4,1861,2,4,4,976910,Kolkata,492089.44846043474
4,1149,4,2,60,827145,Kolkata,346174.1728288621
2,4213,1,1,31,559545,Kolkata,492482.39825855347
0,3163,2,0,14,127679,Kolkata,391320.28803612327
0,1823,4,1,60,678171,Kolkata,329008.4713030211
1,3112,2,1,68,441673,Kolkata,404015.7573588473
4,2452,3,1,26,977501,Kolkata,401364.61838197586
2,3357,1,2,24,169131,Kolkata,487840.66617335094
4,3753,1,1,56,148295,Kolkata,460636.93859769066
3,3901,0,2,9,278253,Kolkata,525504.46415367
4,2453,3,3,35,281793,Kolkata,476902.1728353939
4,4071,0,3,24,888688,Kolkata,577198.91765773
3,4232,0,3,31,898533,Kolkata,579767.460976551
3,1305,3,2,66,539706,Kolkata,346257.4638648324
2,2384,4,2,66,677543,Kolkata,408828.1720567512
0,4349,0,0,41,719232,Kolkata,446220.25404302235
1,4367,2,1,36,589698,Kolkata,496541.45825875306
3,2574,4,4,34,470862,Kolkata,519860.46109356935
0,1872,3,4,39,792304,Kolkata,462800.4329666579
2,1168,1,1,23,173497,Kolkata,315077.126495053
4,2482,4,4,44,377560,Kolkata,515149.36231851304
2,2603,0,4,58,531238,Kolkata,501488.9532168292
2,2030,2,4,59,108429,Kolkata,470020.52623565245
3,4668,3,2,26,244855,Kolkata,568266.3493397961
1,2734,1,2,22,684920,Kolkata,442529.5600511981
3,4203,2,2,40,910722,Kolkata,535261.2224079239
4,3635,1,1,11,489306,Kolkata,476274.39205672144
3,3809,3,3,9,941585,Kolkata,563573.8167696883
4,1346,4,4,12,997653,Kolkata,463881.0124602831
3,4002,0,0,26,396644,Kolkata,446618.3644647866
1,4792,3,2,38,668309,Kolkata,564425.6227866102
0,4667,2,0,3,723406,Kolkata,489356.7289863547
1,1734,4,4,15,981253,Kolkata,470351.29699373123
3,2276,1,3,47,729627,Kolkata,455920.96490184707
2,3457,4,0,5,156733,Kolkata,421254.58757408685
0,1542,4,4,54,577361,Kolkata,436725.6676522875
2,1354,2,4,24,764536,Kolkata,446313.23458390456
1,1712,0,2,11,614327,Kolkata,387666.7758387172
0,4635,4,3,33,190909,Kolkata,596052.1240672899
3,4439,4,4,57,721779,Kolkata,622442.4957860371
2,1583,0,3,52,980706,Kolkata,402163.7433642989
3,1510,0,2,64,846015,Kolkata,356073.10295050434
4,3580,1,0,43,182439,Kolkata,422608.4548162107
0,3575,1,1,44,897170,Kolkata,440546.26639455307
2,1946,0,1,36,105041,Kolkata,353167.9022999315
1,4599,3,1,12,674894,Kolkata,527252.9129755346
1,4473,0,3,56,582006,Kolkata,568825.7839572249
1,2198,1,1,3,287437,Kolkata,386154.0207900216
1,3871,2,0,50,926959,Kolkata,419664.2788622765
2,4995,2,4,29,371394,Kolkata,664229.7882161319
